gene_id	gene_name	length	Calu3_polyA_series1-S2-24h-A	Calu3_polyA_series1-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000151092.17	NGLY1	8273	181	277	4.909004467	5.424874257	5.166939362
ENSG00000151093.8	OXSM	2476	72	96	6.524687753	6.28193624	6.403311997
ENSG00000151116.17	UEVLD	5515	212	265	8.625181067	7.785263004	8.205222035
ENSG00000151117.9	TMEM86A	4243	29	40	1.533567312	1.527424987	1.530496149
ENSG00000151131.11	C12orf45	25882	44	81	0.381445697	0.507060894	0.444253295
ENSG00000151135.10	TMEM263	4768	226	313	10.63530794	10.63606597	10.63568695
ENSG00000151136.15	BTBD11	7916	0	0	0	0	0
ENSG00000151148.14	UBE3B	12453	256	366	4.612579388	4.761897344	4.687238366
ENSG00000151150.22	ANK3	25759	168	222	1.463383518	1.396358416	1.429870967
ENSG00000151151.6	IPMK	6093	94	123	3.461581429	3.270746345	3.366163887
ENSG00000151164.18	RAD9B	3178	2	8.5	0.141206269	0.433349165	0.287277717
ENSG00000151176.8	PLBD2	5264	173	274	7.37408432	8.433495425	7.903789872
ENSG00000151208.17	DLG5	10500	373	519	7.970717361	8.008496502	7.989606932
ENSG00000151224.13	MAT1A	3664	0	3	0	0.132659612	0.066329806
ENSG00000151229.13	SLC2A13	10023	133	172	2.977363002	2.780376749	2.878869875
ENSG00000151233.11	GXYLT1	7492	92	148	2.75529393	3.200640366	2.977967148
ENSG00000151239.13	TWF1	3932	184	305	10.49982814	12.56780002	11.53381408
ENSG00000151240.17	DIP2C	8563	116	171	3.03955441	3.235512618	3.137533514
ENSG00000151247.12	EIF4E	14067	118.5	169.5	1.890143337	1.95227569	1.921209514
ENSG00000151276.23	MAGI1	11649	314	415	6.048098835	5.772080547	5.910089691
ENSG00000151287.17	TEX30	2256	47	49	4.674515879	3.51908629	4.096801085
ENSG00000151292.17	CSNK1G3	5000	331	416	14.85374166	13.48019758	14.16696962
ENSG00000151303.11	AL136982.1	4560	1	0.67	0.04920543	0.023805806	0.036505618
ENSG00000151304.5	SRFBP1	3111	424	477	30.58043946	24.84227124	27.71135535
ENSG00000151320.11	AKAP6	19726	10	11	0.113746711	0.090349674	0.102048192
ENSG00000151322.18	NPAS3	9241	0	0	0	0	0
ENSG00000151327.12	FAM177A1	8385	152	223	4.067414174	4.308982473	4.188198324
ENSG00000151332.19	MBIP	3423	109	175	7.144921729	8.283313166	7.714117448
ENSG00000151338.18	MIPOL1	20250	88	94	0.975069386	0.752100292	0.863584839
ENSG00000151348.13	EXT2	5286	625	737	26.52960204	22.58984549	24.55972376
ENSG00000151353.15	TMEM18	8469	77	102	2.040029601	1.95137605	1.995702825
ENSG00000151360.10	ALLC	2537	1	3	0.088441767	0.191590389	0.140016078
ENSG00000151364.17	KCTD14	1899	116.5	180	13.76508309	15.35749815	14.56129062
ENSG00000151365.2	THRSP	1174	0	1	0	0.138008182	0.069004091
ENSG00000151366.13	NDUFC2	2302	368.5	451	35.91782661	31.74272115	33.83027388
ENSG00000151376.16	ME3	3838	68	121	3.975409023	5.108028731	4.541718877
ENSG00000151388.11	ADAMTS12	9605	7	16	0.163522888	0.269895439	0.216709163
ENSG00000151413.17	NUBPL	7590	34	32	1.005113296	0.683095043	0.844104169
ENSG00000151414.15	NEK7	5454	1352	1931	55.62108223	57.36408513	56.49258368
ENSG00000151418.11	ATP6V1G3	728	0	0	0	0	0
ENSG00000151422.13	FER	13595	156	260	2.574680022	3.098611066	2.836645544
ENSG00000151445.16	VIPAS39	3695	118	140	7.165482527	6.13884297	6.652162749
ENSG00000151458.12	ANKRD50	8798	220	308	5.610694212	5.672045295	5.641369754
ENSG00000151461.20	UPF2	5881	403	634	15.37558836	17.46670599	16.42114717
ENSG00000151465.14	CDC123	2298	368	550	35.93152676	38.77801699	37.35477187
ENSG00000151466.12	SCLT1	8980	116	198	2.898408064	3.572414019	3.235411042
ENSG00000151468.11	CCDC3	3699	0	0	0	0	0
ENSG00000151470.13	C4orf33	7015	58	97	1.85514643	2.240355771	2.047751101
ENSG00000151474.23	FRMD4A	14686	18	29	0.275008969	0.319939164	0.297474066
ENSG00000151475.6	SLC25A31	1812	0	1	0	0.089415897	0.044707949
ENSG00000151490.14	PTPRO	8340	0	0	0	0	0
ENSG00000151491.14	EPS8	8540	1054	1344	27.69240133	25.49848218	26.59544176
ENSG00000151498.11	ACAD8	7174	108	170	3.377849222	3.839374539	3.60861188
ENSG00000151500.15	THYN1	2119	69	102	7.306274937	7.799057935	7.552666436
ENSG00000151502.11	VPS26B	6453	140	204	4.867929135	5.122021932	4.994975533
ENSG00000151503.12	NCAPD3	9114	589	925	14.50053905	16.44393078	15.47223492
ENSG00000151532.13	VTI1A	8408	134	177	3.575937932	3.410778328	3.49335813
ENSG00000151552.12	QDPR	3034	93	170	6.877731998	9.0783365	7.978034249
ENSG00000151553.15	FAM160B1	6216	92	131	3.32089159	3.414547993	3.367719791
ENSG00000151572.18	ANO4	4997	11	16	0.493925232	0.518780406	0.506352819
ENSG00000151575.14	TEX9	8290	49	77	1.326231767	1.504905142	1.415568454
ENSG00000151576.10	QTRT2	8054	244	308	6.797607397	6.196008754	6.496808075
ENSG00000151611.15	MMAA	8882	19	32	0.479977312	0.583730171	0.531853741
ENSG00000151612.16	ZNF827	8621	220	251	5.725888839	4.717251246	5.221570042
ENSG00000151615.3	POU4F2	3144	0	0	0	0	0
ENSG00000151617.17	EDNRA	4238	8	11	0.42355217	0.420537438	0.422044804
ENSG00000151623.15	NR3C2	6607	34	50	1.154655655	1.226135958	1.190395807
ENSG00000151632.17	AKR1C2	6461	5	5	0.173639345	0.12538431	0.149511828
ENSG00000151640.13	DPYSL4	3111	11	9	0.793360458	0.468722099	0.631041278
ENSG00000151650.8	VENTX	2459	0	0	0	0	0
ENSG00000151651.16	ADAM8	4763	203	291	9.562981886	9.898863575	9.730922731
ENSG00000151655.19	ITIH2	3331	2	8	0.134720362	0.38912424	0.261922301
ENSG00000151657.12	KIN	6856	171	212	5.596328228	5.010002971	5.3031656
ENSG00000151665.12	PIGF	4978	23	46	1.036694562	1.497186391	1.266940477
ENSG00000151687.14	ANKAR	5758	7	19	0.272774806	0.534631904	0.403703355
ENSG00000151689.13	INPP1	3576	84	144	5.270595085	6.524359954	5.89747752
ENSG00000151690.15	MFSD6	6031	165	230	6.13864463	6.178903875	6.158774252
ENSG00000151692.15	RNF144A	6450	124	199.5	4.313599769	5.011365938	4.662482854
ENSG00000151693.11	ASAP2	7257	1128	1349	34.87625572	30.11811297	32.49718435
ENSG00000151694.13	ADAM17	10750	516	694	10.77008458	10.45981342	10.614949
ENSG00000151702.17	FLI1	8026	9	16	0.251606138	0.322993482	0.28729981
ENSG00000151704.15	KCNJ1	4637	0	0	0	0	0
ENSG00000151715.7	TMEM45B	3027	42	82	3.113255372	4.389088752	3.751172062
ENSG00000151718.16	WWC2	10002	311	453	6.97672196	7.338111108	7.157416534
ENSG00000151725.12	CENPU	3483	334	524	21.51646241	24.37534347	22.94590294
ENSG00000151726.14	ACSL1	6284	117	180	4.177606807	4.640975333	4.40929107
ENSG00000151729.11	SLC25A4	4819	125	204	5.820106925	6.858768941	6.339437933
ENSG00000151743.11	AMN1	3137	24	43	1.716621706	2.220889078	1.968755392
ENSG00000151746.14	BICD1	12868	150	187	2.615520231	2.354525974	2.485023102
ENSG00000151748.14	SAV1	5630	329	399	13.1118925	11.48252586	12.29720918
ENSG00000151773.13	CCDC122	5416	13	22	0.538570515	0.658137984	0.598354249
ENSG00000151778.11	SERP2	1945	0	1	0	0.083301597	0.041650798
ENSG00000151779.13	NBAS	8947	184	229	4.614432127	4.146970791	4.380701459
ENSG00000151789.12	ZNF385D	13400	1	1	0.016744534	0.012091165	0.01441785
ENSG00000151790.9	TDO2	5264	2	0	0.08524953	0	0.042624765
ENSG00000151806.14	GUF1	4463	85	107	4.273364281	3.884452564	4.078908422
ENSG00000151812.14	SLC35F4	4240	0	0	0	0	0
ENSG00000151834.15	GABRA2	11930	0	0	0	0	0
ENSG00000151835.16	SACS	15918	92	133	1.296812547	1.353742526	1.325277537
ENSG00000151838.12	CCDC175	3220	0.5	1	0.034841112	0.050317269	0.04257919
ENSG00000151846.8	PABPC3	3387	28	29	1.854900898	1.387253192	1.621077045
ENSG00000151849.15	CENPJ	5817	85	135	3.27867024	3.760171351	3.519420795
ENSG00000151876.13	FBXO4	3014	25	21	1.86112112	1.128883117	1.495002119
ENSG00000151881.14	TMEM267	3158	95	114	6.749775937	5.848785	6.299280468
ENSG00000151882.11	CCL28	4524	8	21	0.396775884	0.752089681	0.574432782
ENSG00000151883.18	PARP8	10104	361	541	8.016628182	8.675147327	8.345887754
ENSG00000151892.14	GFRA1	9678	0	0	0	0	0
ENSG00000151893.15	CACUL1	12406	275	385	4.973690924	5.028076586	5.000883755
ENSG00000151914.20	DST	47883	1370	2084	6.419734858	7.051626379	6.735680619
ENSG00000151917.18	BEND6	5611	5	15	0.199943648	0.433135641	0.316539645
ENSG00000151923.17	TIAL1	7355	315	430	9.609609801	9.472371227	9.540990514
ENSG00000151929.9	BAG3	2747	240	366	19.60335745	21.58715239	20.59525492
ENSG00000151948.12	GLT1D1	3478	0	0	0	0	0
ENSG00000151952.16	TMEM132D	7434	0	0	0	0	0
ENSG00000151962.8	RBM46	4027	0	0	0	0	0
ENSG00000151963.4	ZNF37CP	241	0	0	0	0	0
ENSG00000151967.18	SCHIP1	7645	39	55.5	1.144629657	1.176219635	1.160424646
ENSG00000152034.10	MCHR2	2392	0	0	0	0	0
ENSG00000152049.6	KCNE4	4124	0	0	0	0	0
ENSG00000152056.17	AP1S3	5947	262.5	363.5	9.9039684	9.903287979	9.903628189
ENSG00000152061.23	RABGAP1L	16071	860	1378	12.00697004	13.89246297	12.9497165
ENSG00000152076.18	CCDC74B	4487	0	0	0	0	0
ENSG00000152078.10	TMEM56	7385	250	332.5	7.595692694	7.294811623	7.445252159
ENSG00000152082.14	MZT2B	1815	256	364	31.64763147	32.49358921	32.07061034
ENSG00000152086.9	TUBA3E	1518	0	0	0	0	0
ENSG00000152092.16	ASTN1	9201	0	0	0	0	0
ENSG00000152102.18	FAM168B	5435	525	780	21.67392827	23.25241073	22.4631695
ENSG00000152104.12	PTPN14	18752	563.5	814.5	6.742550421	7.037467881	6.890009151
ENSG00000152117.17	AC073869.1	3914	99	126	5.675344777	5.21582072	5.445582748
ENSG00000152127.9	MGAT5	8765	867	1192	22.19448406	22.03419895	22.11434151
ENSG00000152128.13	TMEM163	6804	1	9	0.032977184	0.214314293	0.123645739
ENSG00000152133.14	GPATCH11	4040	35	34	1.943858088	1.363548165	1.653703127
ENSG00000152137.6	HSPB8	2860	65	92	5.099471868	5.211883814	5.155677841
ENSG00000152147.11	GEMIN6	4363	89	132	4.577018527	4.901868423	4.739443475
ENSG00000152154.11	TMEM178A	2472	0	3	0	0.196628162	0.098314081
ENSG00000152192.8	POU4F1	4539	9	16	0.444897744	0.571127052	0.508012398
ENSG00000152193.8	RNF219	3507	77	106	4.926435896	4.897145762	4.911790829
ENSG00000152207.7	CYSLTR2	5372	0	0	0	0	0
ENSG00000152208.13	GRID2	10617	0	0	0	0	0
ENSG00000152213.3	ARL11	3826	0	0	0	0	0
ENSG00000152214.14	RIT2	2045	0	0	0	0	0
ENSG00000152217.18	SETBP1	14025	41	46	0.655932068	0.531407761	0.593669915
ENSG00000152219.5	ARL14EP	5408	225	280	9.335201829	8.388692594	8.861947212
ENSG00000152223.14	EPG5	13740	177	226	2.890443006	2.664984196	2.777713601
ENSG00000152229.18	PSTPIP2	4120	2	12	0.108920758	0.471907589	0.290414174
ENSG00000152234.16	ATP5F1A	10908	1548	2214	31.84224678	32.8855734	32.36391009
ENSG00000152240.13	HAUS1	2119	106	163	11.22413251	12.46320043	11.84366647
ENSG00000152242.11	C18orf25	9577	466	653	10.91777918	11.04731214	10.98254566
ENSG00000152253.9	SPC25	1829	272	373	33.3682227	33.04213169	33.20517719
ENSG00000152254.10	G6PC2	3125	0	0	0	0	0
ENSG00000152256.13	PDK1	14883	35	52	0.527661538	0.566090404	0.546875971
ENSG00000152266.7	PTH	931	0	0	0	0	0
ENSG00000152270.9	PDE3B	11626	35	73	0.675484834	1.017338483	0.846411658
ENSG00000152284.5	TCF7L1	4431	9	24	0.455741562	0.877571323	0.666656442
ENSG00000152291.14	TGOLN2	6952	1034	1532	33.37249311	35.70441595	34.53845453
ENSG00000152292.17	SH2D6	4249	3	2	0.158420872	0.076263406	0.117342139
ENSG00000152315.5	KCNK13	2289	0	1	0	0.070782702	0.035391351
ENSG00000152332.16	UHMK1	9248	813	1138	19.72516303	19.93734722	19.83125512
ENSG00000152348.16	ATG10	5445	43	50	1.7719377	1.487801704	1.629869702
ENSG00000152359.14	POC5	3448	114	181	7.418489237	8.50519449	7.961841863
ENSG00000152377.14	SPOCK1	6200	3	15	0.108569401	0.391987755	0.250278578
ENSG00000152380.10	FAM151B	3109	16	12	1.154721195	0.625364833	0.890043014
ENSG00000152382.6	TADA1	2900	69	74	5.338619514	4.134344417	4.736481966
ENSG00000152402.10	GUCY1A2	16361	4	1	0.054856491	0.009902916	0.032379703
ENSG00000152404.15	CWF19L2	3581	128	173	8.020169104	7.827349276	7.92375919
ENSG00000152409.9	JMY	9096	132	173	3.256127156	3.081545488	3.168836322
ENSG00000152413.14	HOMER1	6154	201	261	7.328522782	6.871569555	7.100046169
ENSG00000152422.15	XRCC4	2676	122	177	10.22943385	10.7166757	10.47305478
ENSG00000152430.17	BOLL	4004	0	0	0	0	0
ENSG00000152433.14	ZNF547	3568	38.17	36.67	2.400353423	1.665171602	2.032762512
ENSG00000152439.12	ZNF773	8073	54.33	70	1.510019756	1.404869613	1.457444685
ENSG00000152443.13	ZNF776	5454	158	192.5	6.500096888	5.718584354	6.109340621
ENSG00000152454.4	ZNF256	2207	31	45	3.151644598	3.303566946	3.227605772
ENSG00000152455.15	SUV39H2	3565	156	214	9.818450183	9.725841117	9.77214565
ENSG00000152457.18	DCLRE1C	9592	318	450	7.438679147	7.601097007	7.519888077
ENSG00000152463.14	OLAH	2364	0	0	0	0	0
ENSG00000152464.15	RPP38	1930	132	184	15.34597544	15.44661939	15.39629742
ENSG00000152465.18	NMT2	6470	31	62	1.075066403	1.552602711	1.313834557
ENSG00000152467.9	ZSCAN1	2389	0	0	0	0	0
ENSG00000152475.7	ZNF837	2046	8	4	0.877328493	0.316757782	0.597043138
ENSG00000152484.14	USP12	5096	262	346	11.53585394	11.00068201	11.26826798
ENSG00000152492.15	CCDC50	9183	945	1248	23.0900621	22.01927079	22.55466645
ENSG00000152495.11	CAMK4	13614	143	208	2.356829513	2.47542926	2.416129387
ENSG00000152503.9	TRIM36	6113	41	42	1.504898945	1.113186231	1.309042588
ENSG00000152518.8	ZFP36L2	3693	1715	2013	104.1987942	88.31559489	96.25719457
ENSG00000152520.14	PAN3	6352	133	191	4.698065077	4.871871325	4.784968201
ENSG00000152527.14	PLEKHH2	9848	68	93	1.549311518	1.53005781	1.539684664
ENSG00000152556.17	PFKM	7246	166	247.5	5.140290163	5.534135712	5.337212938
ENSG00000152558.15	TMEM123	4442	2132	2977	107.6927638	108.5858441	108.139304
ENSG00000152578.13	GRIA4	10083	0	0	0	0	0
ENSG00000152580.8	IGSF10	11727	5	6	0.095666736	0.082896703	0.089281719
ENSG00000152582.14	SPEF2	16140	32	45	0.444860991	0.451733101	0.448297046
ENSG00000152583.12	SPARCL1	3477	0	0	0	0	0
ENSG00000152591.14	DSPP	4368	0	0	0	0	0
ENSG00000152592.13	DMP1	2682	0	0	0	0	0
ENSG00000152595.16	MEPE	2477	0	0	0	0	0
ENSG00000152601.17	MBNL1	9989	1186	1632	26.64038842	26.47104417	26.5557163
ENSG00000152611.12	CAPSL	1142	0	0	0	0	0
ENSG00000152620.13	NADK2	5015	113	142	5.055747583	4.587650645	4.821699114
ENSG00000152642.10	GPD1L	4802	44	84	2.055930349	2.834197181	2.445063765
ENSG00000152661.8	GJA1	3413	519	747	34.11999402	35.46151167	34.79075284
ENSG00000152669.9	CCNO	1737	19	26	2.454322672	2.425193865	2.439758269
ENSG00000152670.18	DDX4	3829	2	8	0.117198622	0.338514715	0.227856669
ENSG00000152683.14	SLC30A6	5410	243	436	10.0782908	13.05756377	11.56792728
ENSG00000152684.11	PELO	4371	306	400.5	15.70791334	14.84549371	15.27670353
ENSG00000152689.18	RASGRP3	10749	218	309	4.550575324	4.657612439	4.604093882
ENSG00000152700.14	SAR1B	10798	404	508	8.394907568	7.622427821	8.008667695
ENSG00000152705.8	CATSPER3	1569	0.5	2.5	0.071503111	0.258160621	0.164831866
ENSG00000152749.8	GPR180	8884	110	158	2.778190437	2.881518874	2.829854655
ENSG00000152760.10	TCTEX1D1	3360	0	0	0	0	0
ENSG00000152763.17	WDR78	6673	8	6	0.268996568	0.145681048	0.207338808
ENSG00000152766.6	ANKRD22	3995	171	231	9.604111723	9.368458292	9.486285008
ENSG00000152767.16	FARP1	36228	94	166	0.582185482	0.742397773	0.662291628
ENSG00000152778.9	IFIT5	4029	1175	1561	65.436261	62.77382135	64.10504118
ENSG00000152779.14	SLC16A12	4873	1	3	0.046044893	0.099746525	0.072895709
ENSG00000152782.16	PANK1	7638	38	63	1.116302299	1.336391876	1.226347088
ENSG00000152784.15	PRDM8	4588	23	22	1.124818119	0.776912668	0.950865394
ENSG00000152785.7	BMP3	6092	1	0	0.036831379	0	0.01841569
ENSG00000152795.17	HNRNPDL	5476	1503	2148	61.58478334	63.55412868	62.56945601
ENSG00000152804.11	HHEX	2522	540	668	48.0426057	42.91452518	45.47856544
ENSG00000152818.18	UTRN	14604	465	706	7.144288854	7.832597474	7.488443164
ENSG00000152822.14	GRM1	7408	1	0	0.03028844	0	0.01514422
ENSG00000152894.14	PTPRK	9000	1031	1436	25.70360465	25.85144728	25.77752596
ENSG00000152904.11	GGPS1	3809	68.5	82.5	4.035129485	3.509262918	3.772196202
ENSG00000152910.19	CNTNAP4	8001	1	2	0.02804359	0.040500339	0.034271964
ENSG00000152926.14	ZNF117	10691	17	16	0.356786545	0.242479252	0.299632899
ENSG00000152931.7	PART1	9752	2	0	0.046016563	0	0.023008282
ENSG00000152932.8	RAB3C	9621	0	1	0	0.016840412	0.008420206
ENSG00000152936.10	LMNTD1	3083	0	0	0	0	0
ENSG00000152939.16	MARVELD2	5366	197	285	8.237462197	8.605321949	8.421392073
ENSG00000152942.19	RAD17	4159	83	137	4.477824299	5.337090637	4.907457468
ENSG00000152944.9	MED21	3632	159	203	9.82266112	9.055722996	9.439192058
ENSG00000152952.12	PLOD2	7663	777.5	1096	22.76561824	23.17312797	22.96937311
ENSG00000152953.13	STK32B	5282	0	0	0	0	0
ENSG00000152954.12	NRSN1	4122	1	1	0.054433955	0.039306552	0.046870253
ENSG00000152969.19	JAKMIP1	3808	0	0	0	0	0
ENSG00000152977.10	ZIC1	6825	1	2	0.032875716	0.047478859	0.040177287
ENSG00000152990.14	ADGRA3	9261	293	424	7.09884368	7.417898795	7.258371238
ENSG00000153002.12	CPB1	5703	0	0	0	0	0
ENSG00000153006.16	SREK1IP1	8460	174	179	4.614841208	3.428116713	4.02147896
ENSG00000153012.12	LGI2	6495	0	1	0	0.02494559	0.012472795
ENSG00000153015.16	CWC27	3727	205	232	12.34162497	10.08559498	11.21360997
ENSG00000153029.14	MR1	9348	38	57	0.912100659	0.987936619	0.950018639
ENSG00000153037.14	SRP19	10517	292.83	357.5	6.247432468	5.507532944	5.877482706
ENSG00000153044.10	CENPH	2218	181	175	18.31027681	12.78349007	15.54688344
ENSG00000153046.18	CDYL	4562	125	140	6.147982305	4.972166763	5.560074534
ENSG00000153048.11	CARHSP1	5577	185	259	7.443016139	7.524403054	7.483709596
ENSG00000153060.7	TEKT5	1775	0	1	0	0.091279778	0.045639889
ENSG00000153064.12	BANK1	6144	44	44	1.606864833	1.160310977	1.383587905
ENSG00000153066.12	TXNDC11	4292	303	406	15.84020479	15.32636809	15.58328644
ENSG00000153071.15	DAB2	7717	40.5	42	1.177563674	0.881807365	1.029685519
ENSG00000153086.14	ACMSD	2716	1	0	0.082612946	0	0.041306473
ENSG00000153093.18	ACOXL	5747	0	5	0	0.140961898	0.070480949
ENSG00000153094.23	BCL2L11	6656	179	266	6.034170738	6.475022096	6.254596417
ENSG00000153107.13	ANAPC1	13984	181	222	2.904190071	2.572139333	2.738164702
ENSG00000153113.23	CAST	12448	2322	3415	41.8543414	44.44921135	43.15177638
ENSG00000153130.17	SCOC	6294	362	526	12.90505051	13.54041381	13.22273216
ENSG00000153132.13	CLGN	2822	3	3	0.238529513	0.172241253	0.205385383
ENSG00000153140.8	CETN3	3106	98	122	7.079498614	6.364016701	6.721757658
ENSG00000153147.6	SMARCA5	8146	1121	1519	30.87728338	30.21247469	30.54487903
ENSG00000153157.13	SYCP2L	3962	0	1	0	0.040893893	0.020446947
ENSG00000153162.9	BMP6	3784	0	1	0	0.042817549	0.021408775
ENSG00000153165.18	RGPD3	5818	0	0	0	0	0
ENSG00000153179.13	RASSF3	4241	539	776	28.51664108	29.64601884	29.08132996
ENSG00000153187.20	HNRNPU	22512	3318	4768	33.07045562	34.31587665	33.69316614
ENSG00000153201.16	RANBP2	12299	990	1377	18.06106143	18.13999112	18.10052628
ENSG00000153207.15	AHCTF1	9598	397.5	592.5	9.292536254	10.00185469	9.64719547
ENSG00000153208.16	MERTK	4700	9	26	0.42965763	0.896289733	0.662973681
ENSG00000153214.11	TMEM87B	5321	246	365	10.37336657	11.11405488	10.74371072
ENSG00000153230.4	OR14K1	945	0	0	0	0	0
ENSG00000153233.13	PTPRR	5037	139	176	6.191854267	5.661267138	5.926560703
ENSG00000153234.14	NR4A2	3963	65	103	3.680163902	4.211008168	3.945586035
ENSG00000153237.17	CCDC148	3790	13	15	0.769630055	0.64124646	0.705438257
ENSG00000153246.13	PLA2R1	15362	11	22	0.160665563	0.232031983	0.196348773
ENSG00000153250.20	RBMS1	11778	249.5	342	4.753099182	4.704651816	4.728875499
ENSG00000153253.17	SCN3A	9840	549	611	12.51858155	10.0604879	11.28953473
ENSG00000153283.12	CD96	5762	1	0	0.038940778	0	0.019470389
ENSG00000153291.16	SLC25A27	3285	1	3	0.068303428	0.147964937	0.108134182
ENSG00000153292.16	ADGRF1	12383	593	822	10.74500686	10.75520954	10.7501082
ENSG00000153294.11	ADGRF4	3391	79.5	105	5.260381184	5.016888405	5.138634794
ENSG00000153303.17	FRMD1	8801	0	1	0	0.018409454	0.009204727
ENSG00000153310.19	FAM49B	9132	601	925	14.7668018	16.4115183	15.58916005
ENSG00000153317.15	ASAP1	8294	735	990	19.88388235	19.33944894	19.61166564
ENSG00000153339.14	TRAPPC8	9215	267	367	6.50120407	6.452732418	6.476968244
ENSG00000153347.9	FAM81B	2495	0	0	0	0	0
ENSG00000153363.12	LINC00467	4448	7	8	0.353110912	0.291405765	0.322258339
ENSG00000153391.15	INO80C	5085	75.83	94	3.346015708	2.99508966	3.170552684
ENSG00000153395.10	LPCAT1	6475	344	411	11.92055694	10.28430577	11.10243136
ENSG00000153404.14	PLEKHG4B	13304	2	1	0.033730722	0.012178413	0.022954567
ENSG00000153406.13	NMRAL1	3541	210	318	13.30672693	14.55037293	13.92854993
ENSG00000153443.13	UBALD1	3591	94	147	5.873410093	6.632463384	6.252936739
ENSG00000153446.15	C16orf89	2067	0	0	0	0	0
ENSG00000153485.5	TMEM251	1365	33	53	5.424493152	6.290948786	5.857720969
ENSG00000153487.12	ING1	6388	80	89	2.809978237	2.257345475	2.533661856
ENSG00000153495.10	TEX29	930	0	0.5	0	0.08710839	0.043554195
ENSG00000153531.13	ADPRHL1	10924	3	4	0.061619396	0.059326842	0.060473119
ENSG00000153551.13	CMTM7	3751	436	551	26.08058339	23.8000279	24.94030565
ENSG00000153558.15	FBXL2	7664	24	35	0.702641218	0.739921215	0.721281216
ENSG00000153560.12	UBP1	9760	712	961	16.36846872	15.95315194	16.16081033
ENSG00000153561.13	RMND5A	6686	357	484	11.98063178	11.72875517	11.85469348
ENSG00000153563.15	CD8A	3634	3	1	0.185231229	0.044584922	0.114908075
ENSG00000153574.9	RPIA	1813	166	220	20.54414921	19.66064711	20.10239816
ENSG00000153684.15	GOLGA8F	5663	0	0	0	0	0
ENSG00000153707.17	PTPRD	11198	9	10	0.180334958	0.144687985	0.162511471
ENSG00000153714.6	LURAP1L	3062	319	412	23.37563264	21.80042504	22.58802884
ENSG00000153721.19	CNKSR3	21579	46	48	0.478304419	0.3603984	0.419351409
ENSG00000153767.10	GTF2E1	3370	92	108	6.125419027	5.192383797	5.658901412
ENSG00000153774.9	CFDP1	3335	146.5	221	9.856430483	10.73666411	10.2965473
ENSG00000153779.10	TGIF2LX	1002	0	0	0	0	0
ENSG00000153786.12	ZDHHC7	3947	389	467	22.11364593	19.17002528	20.64183561
ENSG00000153790.12	C7orf31	3842	98	96	5.723301066	4.04843158	4.885866323
ENSG00000153802.11	TMPRSS11D	3294	0	0	0	0	0
ENSG00000153814.13	JAZF1	4258	141	161	7.430043088	6.126227922	6.778135505
ENSG00000153815.16	CMIP	12715	247	389	4.358714924	4.956854467	4.657784696
ENSG00000153820.13	SPHKAP	7046	0	1	0	0.022994835	0.011497417
ENSG00000153822.13	KCNJ16	6340	0	1	0	0.025555458	0.012777729
ENSG00000153823.18	PID1	3364	1	0	0.066699394	0	0.033349697
ENSG00000153827.13	TRIP12	12594	1804	2568	32.14035882	33.03727831	32.58881856
ENSG00000153832.12	FBXO36	3955	5	10	0.283662152	0.409662719	0.346662436
ENSG00000153879.9	CEBPG	4056	356	441	19.69381838	17.61625445	18.65503641
